member_name,session_id,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cost_usd,project_name,recorded_at
ben_baldivia,bad4f792-41b7-4435-8b52-66ae58b6d8a7,claude-opus-4-6,6,138,41886,17300,0.2739175,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3-backend-internal-adapter-prereq,2026-03-10 12:05:32.302+00
ben_baldivia,a0764b76-7114-4fae-95de-5d2f8d9cdf2c,claude-opus-4-6,6,20,42644,17300,0.275705,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3-backend-internal-adapter-prereq,2026-03-10 12:05:08.876+00
inkeun,35bbf67a-9362-4a74-b5bf-edc99a9cb710,gpt-5.4,24776,1920,0,258432,0.1806576,workspace,2026-03-10 11:48:05.861+00
ben_baldivia,0f34af84-c580-472a-a580-19eda327f75e,claude-opus-4-6,33369,65945,648090,43556972,27.6445185,projects,2026-03-10 11:45:49.959+00
ben_baldivia,166981c2-d8ec-4dda-b04b-04f6dd839653,claude-opus-4-6,6,62,41888,17300,0.27203,projects,2026-03-10 11:42:10.441+00
ben_baldivia,5b0dd7b8-baf0-4940-ad0b-171ae1a099aa,claude-opus-4-6,6,22,42614,17300,0.2755675,projects,2026-03-10 11:41:30.76+00
ben_baldivia,3404b766-9b86-4cea-92aa-e947002a2143,claude-opus-4-6,6,60,5752,24606,0.049783,-Users-benbaldivia-dev-2-kiloforge,2026-03-10 11:39:29.213+00
ben_baldivia,00067da2-5e70-414d-a6e2-5f8ea7278811,claude-opus-4-6,6,55,12826,17300,0.0902175,-Users-benbaldivia-dev-2-kiloforge,2026-03-10 11:39:04.127+00
inkeun,a84be7c9-9d82-4d93-a080-ea9bb4135c64,gpt-5.4,30389,404,0,15232,0.1017966,workspace,2026-03-10 11:38:23.588+00
inkeun,ac14e2cf-0b64-4b36-bca0-6792f052d55d,gpt-5.4,16461,404,0,15232,0.0600126,workspace,2026-03-10 11:37:09.163+00
ben_baldivia,cc6cd182-2bdb-48b9-897b-fbadb306fc50,claude-opus-4-6,121,15907,349996,6298155,5.7348325,projects,2026-03-10 11:34:03.165+00
ben_baldivia,8a52838f-a2a2-44ea-b7b2-17b3dd8c5ab5,claude-opus-4-6,6,132,42390,17300,0.2769175,-Users-benbaldivia-dev-2-kiloforge-wt-worker-6-backend-internal-adapter-prereq,2026-03-10 11:33:58.722+00
inkeun,b5cf38d9-721e-4287-ada2-e0ce6eef4364,gpt-5.4,177936,2027,0,444160,0.697461,workspace,2026-03-10 11:27:55.442+00
ben_baldivia,f97140bb-a03b-4267-83f1-001200fea86a,claude-opus-4-6,6,61,41690,17300,0.2707675,projects,2026-03-10 11:09:21.678+00
ben_baldivia,9721a975-6bec-4e0a-a231-b989881b882d,claude-opus-4-6,6,63,42454,17300,0.2755925,projects,2026-03-10 11:09:11.882+00
ben_baldivia,27151914-b33d-45a4-9752-4efb6a0c9ca0,claude-opus-4-6,62174,120106,1942596,75439403,53.1744465,projects,2026-03-10 11:07:29.836+00
ben_baldivia,3a8bf302-e0fd-4a62-b572-019b38adb7b2,claude-opus-4-6,6,139,4772,54220,0.06044,-Users-benbaldivia-dev-2-kiloforge-wt-worker-2-backend-internal-adapter-prereq,2026-03-10 11:06:58.413+00
ben_baldivia,1173925c-4198-479b-8de1-f5e2fec4368d,claude-opus-4-6,6,153,42454,17300,0.2778425,projects,2026-03-10 11:06:36.948+00
ben_baldivia,30745d6c-020b-4cee-9300-57cf2c083ca2,claude-opus-4-6,1151,176296,1665018,101455077,65.547056,projects,2026-03-10 11:05:11.403+00
ben_baldivia,ff79d1f5-5a4b-4a9b-bfff-c2657e6a51f2,claude-opus-4-6,1022,112779,1099997,80832145,50.11563875,projects,2026-03-10 11:04:19.923+00
ben_baldivia,7a65f6db-c921-4584-895d-24da7cb07737,claude-opus-4-6,13934,64501,621207,34133258,22.63136775,projects,2026-03-10 11:03:37.977+00
ben_baldivia,667e2760-12a9-47aa-af00-17989d4ba48c,claude-opus-4-6,10487,97040,981094,56410749,36.815647,projects,2026-03-10 11:02:40.643+00
inkeun,054221ab-8fc1-4650-915b-080a6c46846f,gpt-5.4,88268,4230,0,209408,0.3910764,workspace,2026-03-10 11:01:31.705+00
cyjun0304,8cc4f9b9-5d62-403d-9330-dac2e309b166,claude-opus-4-6,2156,117584,1513384,61665206,43.241633,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-10 10:52:47.978+00
inkeun,ff81bede-8a23-4146-bce4-7523cbe741c8,claude-opus-4-6,48,9652,308549,2043853,3.19189775,projects,2026-03-10 10:38:18.611+00
inkeun,12c87f12-ce0a-4f8c-8df2-7fb74fdb730a,gpt-5.4,32482,607,0,31488,0.1159974,workspace,2026-03-10 10:37:58.568+00
inkeun,399b8641-5648-4ebf-9a1f-297836994f71,gpt-5.4,30647,231,0,0,0.095406,workspace,2026-03-10 10:36:47.027+00
inkeun,99ca801f-eed9-4ff9-9cdc-4a93ec7bbe84,gpt-5.4,119191,4774,0,1003904,0.7303542,workspace,2026-03-10 10:26:36.572+00
ben_baldivia,5d5670aa-ed61-4afa-8db9-f36a58dd3835,claude-opus-4-6,6,83,42606,17300,0.2770425,-Users-benbaldivia-dev-2-crelay-wt-quota-gauges-be-backend-internal-adapter-prereq,2026-03-10 10:24:33.674+00
ben_baldivia,e90bc472-3f95-4e2d-9f72-fb2674e0ec3c,claude-opus-4-6,6,79,43322,17300,0.2814175,-Users-benbaldivia-dev-2-crelay-wt-quota-gauges-be-backend-internal-adapter-prereq,2026-03-10 10:19:05.253+00
ben_baldivia,384f95b4-9b87-490b-bb30-53b511f522e8,claude-opus-4-6,258,32178,224291,13560386,8.98775175,projects,2026-03-10 10:12:19.517+00
ben_baldivia,777b8d26-9445-4038-aed7-71c9216d30f7,claude-opus-4-6,45,2929,25681,360138,0.41402525,-Users-benbaldivia-dev-2-crelay-wt-developer-2,2026-03-10 10:12:02.853+00
ben_baldivia,f246389c-8318-4fe1-a7ac-f8a80e5fd9b9,claude-opus-4-6,43,2622,48936,376773,0.5600015,-Users-benbaldivia-dev-2-crelay-wt-developer-2,2026-03-10 10:08:55.111+00
ben_baldivia,8097f0f2-4654-42fa-ac1c-0eaad4d80612,claude-opus-4-6,26,1177,27342,173816,0.2873505,-Users-benbaldivia-dev-2-crelay-wt,2026-03-10 10:06:26.406+00
ben_baldivia,7ab73646-34c5-4572-8f5d-8ab79dee60c9,claude-opus-4-6,2,3,13609,8809,0.08954575,projects,2026-03-10 10:05:58.63+00
ben_baldivia,d24e56f9-86ab-4c18-9ab4-35213b9799f4,claude-opus-4-6,312,28402,237692,19379713,11.8870415,projects,2026-03-10 10:03:36.402+00
ben_baldivia,6d8d2d03-1d4f-4f31-8a9f-edc9a927d4a4,claude-opus-4-6,97,10746,124213,3777145,2.93403875,-Users-benbaldivia-dev-2-crelay-wt,2026-03-10 10:01:55.169+00
inkeun,cfd29faf-7f3e-4845-8b83-8e53682d73c2,claude-opus-4-6,55,8945,225923,2903412,3.08762475,projects,2026-03-10 09:58:53.034+00
inkeun,1da2f6d0-33fb-445b-8b4c-35478def9b15,claude-opus-4-6,72,14905,448160,3773838,5.060904,projects,2026-03-10 09:54:17.511+00
ben_baldivia,c4a2a5ba-f79b-4a71-9aed-bfcbc8996a92,claude-opus-4-6,92,11538,148621,3270526,2.85305425,projects,2026-03-10 09:53:12.584+00
ben_baldivia,f847bff3-2a4e-41ed-b6ec-024e1dc4ab87,claude-opus-4-6,454,62280,451815,37666511,23.21636925,projects,2026-03-10 09:42:56.844+00
ben_baldivia,7b06159a-2591-4239-a618-2a22a83cbcbb,claude-opus-4-6,108,12911,173346,4230653,3.522054,projects,2026-03-10 09:40:46.48+00
inkeun,8b42a5a3-c202-4e94-871d-0dce3ef0dd94,gpt-5.4,15631,491,0,30592,0.0634356,workspace,2026-03-10 09:37:35.846+00
inkeun,2faa9633-4e3a-4b34-8261-fa71b734ccc4,gpt-5.4,30603,175,0,0,0.094434,workspace,2026-03-10 09:36:20.421+00
samwoo,494511be-1592-43e0-9c89-3cac10386644,claude-opus-4-6,23954,224763,2731328,20185617,32.9024535,projects,2026-03-10 09:25:03.278+00
inkeun,c8d56fec-7771-4050-905e-13c2c248c751,gpt-5.4,85496,3679,0,261504,0.3901242,workspace,2026-03-10 09:24:39.246+00
ben_baldivia,7786a6d6-a4bc-4750-8963-287412247b99,claude-opus-4-6,450,49747,353034,38521800,22.7132875,projects,2026-03-10 09:24:20.293+00
ben_baldivia,6178f0a8-4f31-4376-ade7-2e1c4f5102a5,claude-opus-4-6,148,15936,223014,6909440,5.2476975,projects,2026-03-10 09:22:49.377+00
Da-hye Kim,2d4b8874-7376-4df4-8478-c1cbccdc00ee,claude-opus-4-6,29,3058,36342,312790,0.4601275,projects,2026-03-10 09:10:18.866+00
Da-hye Kim,c77cbe0d-a302-4a52-8a07-3329420262b1,claude-opus-4-6,15,498,22392,139971,0.2224605,-home-meliora-temp-for-claude,2026-03-10 09:09:32.195+00
ben_baldivia,492d49e4-20a3-4ca6-a888-41ca061b7ea6,claude-opus-4-6,209,24008,245355,10275449,7.27243825,projects,2026-03-10 09:08:38.541+00
hletrd,019cd700-cb4e-75a3-9787-419dc7302485,gpt-5.4,18929,822,0,4480,0.070461,online-judge,2026-03-10 09:08:17.778+00
hletrd,8d5207ba-06ca-403d-9aab-ee9bb2d0ee01,claude-opus-4-6,775,53200,748224,25568357,18.7944535,-Users-hletrd-git-online-judge,2026-03-10 09:08:04.182+00
inkeun,e09886d5-7e88-40a5-ab81-9283073ca6e2,gpt-5.4,53133,1800,0,174208,0.2386614,workspace,2026-03-10 09:06:01.817+00
ben_baldivia,126ed890-1233-468c-97fb-0dccd0c026a0,claude-opus-4-6,6,72,21028,12742,0.139626,-Users-benbaldivia-dev-2-crelay-wt-developer-1-backend-internal-adapter-prereq,2026-03-10 09:05:52.638+00
hletrd,2e5509b0-eef3-4bd6-ab31-fd5c110b40bc,claude-opus-4-6,69,2242,79568,640166,0.873778,-Users-hletrd-git,2026-03-10 09:04:40.761+00
hletrd,7cb1d347-7930-4d6a-9b8f-ab51be2e35f1,claude-opus-4-6,744,54992,1507970,24452191,23.029428,-Users-hletrd-git-online-judge,2026-03-10 09:03:15.525+00
hletrd,c25ae345-51db-46dd-84ca-b8e375288c9f,claude-opus-4-6,1611,132175,2344099,58236598,47.08134775,-Users-hletrd-git-xylolabs-kb,2026-03-10 09:02:25.455+00
ben_baldivia,06b27fb9-dbf5-4cac-ba6f-974bedb6234f,claude-opus-4-6,474,54058,652094,36530894,23.6948545,projects,2026-03-10 08:54:18.418+00
ben_baldivia,a065bbba-9080-4d29-8ab5-9571676e1d4e,claude-opus-4-6,228,38071,281629,15012406,10.21929925,projects,2026-03-10 08:54:07.956+00
ben_baldivia,4c52aa25-2bfd-4262-be0e-5b099cc1dcc4,claude-opus-4-6,902,118638,1038245,84791731,51.85535675,projects,2026-03-10 08:53:50.909+00
Da-hye Kim,05d75fc4-b8ef-4c4c-860e-031161458b99,claude-opus-4-6,400,51298,328697,29434398,18.05600525,-home-meliora-Documents-vscode-sim-workstation,2026-03-10 08:51:59.552+00
ben_baldivia,e3b2904a-ebea-47bd-9cd3-1bfeac3ced05,claude-opus-4-6,436,76578,848181,37425206,25.93036425,projects,2026-03-10 08:49:46.877+00
inkeun,3032acf2-33a6-4977-8ead-6f3569d39060,gpt-5.4,26926,2055,0,233088,0.1815294,workspace,2026-03-10 08:48:00.041+00
inkeun,689bde1e-39e2-4687-af11-6c5290efc333,gpt-5.4,31427,503,0,32384,0.1115412,workspace,2026-03-10 08:37:12.671+00
inkeun,f144e66e-0bb6-4723-abb3-bd0445d31a99,gpt-5.4,15567,227,0,15104,0.0546372,workspace,2026-03-10 08:35:58.854+00
jaeyoon,0785321a-ffef-4e46-ae07-411896ba612d,claude-opus-4-6,19123,220585,2325214,119987825,80.13674,-mnt-raid12-users-jyjung-ourvla,2026-03-10 08:29:28.036+00
cyjun0304,ad801a7d-5a01-47b2-ac0c-9dddaea93880,claude-opus-4-6,184,23648,301225,8205997,6.57777475,-home-cyjun0304-sketchdrive,2026-03-10 08:28:16.488+00
inkeun,f866e151-ce3b-4bec-a638-1509039ea1c6,gpt-5.4,182820,4061,0,539648,0.7712694,workspace,2026-03-10 08:23:12.992+00
cyjun0304,fa35a11b-c09a-4792-a4b5-6ba938ecfd4d,claude-opus-4-6,17,694,25497,72768,0.21317525,-home-cyjun0304-worv-data-collection,2026-03-10 08:09:23.417+00
Da-hye Kim,6d3e1aa0-a0c7-433d-92b6-f176be52f99b,claude-opus-4-6,3204,489893,3928561,207584454,140.60907825,C--Users-minta-Documents-claude,2026-03-10 08:01:33.398+00
Da-hye Kim,abfbeb00-2701-4340-902b-752dd48bc551,claude-opus-4-6,5,277,15143,33897,0.11854225,projects,2026-03-10 07:51:06.433+00
ben_baldivia,43ac63d2-3a1a-47d0-9285-8aebd7ec3f00,claude-opus-4-6,188,31486,293757,13432180,9.34016125,projects,2026-03-10 07:50:12.6+00
ben_baldivia,b4db9bb3-de29-4ed3-bfb0-ed9dca2fcb1c,claude-opus-4-6,2871,60153,713132,34705274,23.327892,projects,2026-03-10 07:43:32.767+00
inkeun,5c98e744-36c0-4f43-877d-2e59cabc2e44,gpt-5.4,32840,610,0,31232,0.1170396,workspace,2026-03-10 07:36:45.646+00
cyjun0304,58c8ab2c-bfb8-474a-934f-57592d68dcdf,claude-opus-4-6,49,8041,85750,1079369,1.276892,-mnt-home-cyjun0304-projects-sketchdrive-lidar,2026-03-10 07:36:08.699+00
inkeun,070d0e5d-c452-4ef6-b870-86f6ca217fe4,gpt-5.4,15585,255,0,15104,0.0551112,workspace,2026-03-10 07:35:32.643+00
ben_baldivia,3439b5cf-c564-49a4-a1c9-5ced1b780c80,claude-opus-4-6,21737,13697,232773,3100118,3.45600025,projects,2026-03-10 07:26:38.945+00
ben_baldivia,70e9ad01-1b41-48f8-a778-78a8f056f6e5,claude-opus-4-6,2872,42699,409513,18363634,12.82310825,projects,2026-03-10 07:26:15.689+00
Da-hye Kim,3e3163cb-e4ef-4210-a82c-644f4b0aa74c,claude-opus-4-6,8693,81820,1928453,39790682,34.03713725,projects,2026-03-10 07:25:05.41+00
ben_baldivia,1789b03d-4366-401a-812b-befdb47c87fc,claude-opus-4-6,247,40101,350303,21993699,14.19000325,projects,2026-03-10 07:25:03.611+00
ben_baldivia,928e4275-a20b-455a-aee1-f901299021f4,claude-opus-4-6,231,24887,231307,15103971,9.62098425,projects,2026-03-10 07:23:57.236+00
inkeun,b37557bd-84dd-4ef4-978c-ffe5e3108c5c,gpt-5.4,91418,3248,0,372480,0.434718,workspace,2026-03-10 07:21:19.006+00
ben_baldivia,6439ea34-d1bf-43ee-8154-b6e3316cd546,claude-opus-4-6,6,140,13708,17300,0.097855,-private-tmp-kf-pagination-backend-internal-adapter-prereq,2026-03-10 07:19:41.282+00
ben_baldivia,82b3f685-2b87-4f6f-942f-12b441b20155,claude-opus-4-6,6,60,13342,17300,0.0935675,-private-tmp-kf-pagination-test-backend-internal-adapter-prereq,2026-03-10 07:17:49.453+00
ben_baldivia,a26c6438-15d7-4083-b41e-43be8b106882,claude-opus-4-6,6,61,17742,12742,0.1188135,-Users-benbaldivia-dev-2-crelay-wt-backend-internal-adapter-prereq,2026-03-10 07:09:37.391+00
samwoo,222cde04-9802-4d32-a0fd-a26346528014,claude-opus-4-6,37,2342,37372,364863,0.4747415,projects,2026-03-10 06:50:13.653+00
inkeun,d8a23263-cc8c-49e7-a9e3-2d9c5d5b4864,gpt-5.4,620,470,0,45056,0.0224268,workspace,2026-03-10 06:36:18.408+00
inkeun,d8f920ca-9946-48dd-add6-2df5929f8561,gpt-5.4,15586,267,0,15104,0.0552942,workspace,2026-03-10 06:35:12.056+00
ben_baldivia,4bf50b78-7e8d-4bdd-b786-e589324c818b,claude-opus-4-6,564,75439,779508,50136823,31.8291315,projects,2026-03-10 06:30:39.166+00
hletrd,f717a373-709d-48a1-ae7f-c52bf7aacba6,claude-opus-4-6,354,38953,371385,9642856,8.11817925,-Users-hletrd-git-online-judge,2026-03-10 06:30:27.28+00
ben_baldivia,6f36f4e3-1572-4ccc-a6e2-04b1b0daaa89,claude-opus-4-6,857,122584,848154,73967994,45.3538445,projects,2026-03-10 06:26:13.659+00
samwoo,7757c63c-3890-4760-a04e-ed81a0601a17,claude-opus-4-6,10332,117161,1112324,16338881,18.1021505,projects,2026-03-10 06:23:10.625+00
ben_baldivia,051b6184-6800-4879-b2d6-9a5e24e73f1b,claude-opus-4-6,725,93972,804459,70534189,42.64788825,projects,2026-03-10 06:22:43.339+00
ben_baldivia,d88e0280-177d-4902-9c2b-f1a1c4872f2a,claude-opus-4-6,1411,111671,932593,78240970,47.74802125,projects,2026-03-10 06:22:33.474+00
inkeun,cd406354-28ed-411d-abf5-52b865051ae0,gpt-5.4,201372,3923,0,412288,0.7866474,workspace,2026-03-10 06:19:52.596+00
김선후,7b41d98a-b3e5-41be-99d6-de61028f4ace,claude-opus-4-6,12,619,23870,86492,0.2079685,C--Project-game-ai-learning-loop,2026-03-10 06:19:21.094+00
hletrd,f9700aea-d14b-4df9-9bc3-24c36b00d949,claude-opus-4-6,998,51835,1752664,30815628,27.662829,-Users-hletrd-git-online-judge,2026-03-10 06:19:19.179+00
ben_baldivia,c5815508-f803-4629-bd44-14c0d02b15f6,claude-opus-4-6,832,120507,958005,75389589,46.69916075,projects,2026-03-10 06:18:00.778+00
ben_baldivia,4153be83-dc54-46d3-b0e3-1c524d424606,claude-opus-4-6,9041,97360,1079515,59004492,38.72841975,projects,2026-03-10 06:14:16.821+00
samwoo,29b6fa50-fb6c-4cd7-a917-a488abda50e1,claude-opus-4-6,286,65929,540844,19269141,14.6645005,projects,2026-03-10 06:10:54.88+00
hletrd,019cd239-f04b-77f2-bf40-b9ee92fca21a,gpt-5.4,3835393,14647,0,3259136,12.7036248,online-judge,2026-03-10 06:09:24.034+00
inkeun,012a5edd-71d1-44c0-9c17-b43ce0d9fc27,gpt-5.4,44002,3313,0,76032,0.2045106,workspace,2026-03-10 06:06:34.602+00
cyjun0304,201e1300-9a62-4c0b-ad20-62f7bd856658,claude-opus-4-6,94,8579,105294,2309392,2.0277285,-home-cyjun0304-CostNav,2026-03-10 06:03:18.036+00
ben_baldivia,078d2b4e-deb4-40f5-999d-ce4eb6c2bc28,claude-opus-4-6,294,41257,253259,17792935,11.51223125,projects,2026-03-10 05:53:13.794+00
ben_baldivia,31fc8014-6b8e-482a-a891-1b89a0265eb3,claude-opus-4-6,174,19197,217601,8575041,6.12832175,projects,2026-03-10 05:52:36.161+00
ben_baldivia,5d01dcdf-f457-4c3a-a808-710abfd6dd6a,claude-opus-4-6,316,54907,401171,28816584,18.28986575,projects,2026-03-10 05:50:52.88+00
inkeun,098f1388-f4bb-455a-aa40-cb350c75ff20,gpt-5.4,341,136,0,14720,0.007479,workspace,2026-03-10 05:46:55.132+00
Da-hye Kim,50bbe4ff-b2ab-442c-a958-af752619ab96,claude-opus-4-6,8,605,18014,51204,0.1533545,-home-meliora-Documents-vscode-sketchdrive,2026-03-10 05:36:27.846+00
inkeun,318f34c7-ae66-41c4-bec4-5904ec22ad13,gpt-5.4,23931,623,0,40064,0.0931572,workspace,2026-03-10 05:35:51.811+00
ben_baldivia,6c2f1b65-b41d-4419-b9fb-428a0c518f29,claude-opus-4-6,171,17378,125435,6450807,4.44467725,projects,2026-03-10 05:35:49.514+00
inkeun,7f2bd55f-3bf8-4136-b5ec-cf40452e4ad7,gpt-5.4,30677,251,0,0,0.095796,workspace,2026-03-10 05:34:52.793+00
ben_baldivia,7bd9de2d-39ee-48ff-aef5-9444fd385cb0,claude-opus-4-6,2429,20478,183749,5943073,4.64406275,projects,2026-03-10 05:30:56.644+00
Da-hye Kim,569e51dd-5527-46f8-9fc4-07d38263d140,claude-opus-4-6,20,1656,28331,176634,0.30688575,projects,2026-03-10 05:27:16.038+00
claude,2aa73945-2d41-44e8-abb5-7aec77da7617,claude-opus-4-6,104,32076,706921,3850095,7.14572375,projects,2026-03-10 05:26:53.251+00
ben_baldivia,fd33946f-62b5-41b0-a3d3-f5ff42be0142,claude-opus-4-6,93,17245,132537,3673259,3.09657575,projects,2026-03-10 05:26:34.458+00
ben_baldivia,9d6691b4-818e-447f-8b63-9b03add3cf8a,claude-opus-4-6,6,62,13678,17300,0.0957175,-Users-benbaldivia-dev-2-crelay-wt-backend-internal-adapter-prereq,2026-03-10 05:25:43.708+00
ben_baldivia,0b2325e7-f66e-45db-ab3f-d152c95548b1,claude-opus-4-6,6304,68196,711132,35432002,23.896996,projects,2026-03-10 05:24:39.284+00
ben_baldivia,4171d1b7-79c3-45b5-9664-a97224146545,claude-opus-4-6,341,49229,355899,25044041,15.97881925,projects,2026-03-10 05:24:23.955+00
ben_baldivia,8cb9246b-cb0e-4cbd-91eb-2ecd00951175,claude-opus-4-6,418,52442,701817,29652509,20.52575075,projects,2026-03-10 05:24:09.7+00
inkeun,2e4e83e4-102a-492c-be48-24ef738e284d,gpt-5.4,81745,8473,0,362624,0.4811172,workspace,2026-03-10 05:18:17.927+00
ben_baldivia,9191fbbe-a05b-4355-b413-90ae753e3ab9,claude-opus-4-6,347,46427,492605,29432652,18.95751725,projects,2026-03-10 05:18:01.361+00
inkeun,f791d8ca-532d-46f9-8b8b-7790be740813,claude-opus-4-6,14,967,167948,168329,1.1580845,projects,2026-03-10 05:11:15.738+00
inkeun,1ef72969-5938-4882-acfa-4d46ff9deab8,claude-opus-4-6,151,50246,303125,7495911,6.89939175,projects,2026-03-10 05:07:53.591+00
claude,d5e8fd2a-4a26-48cb-bb42-66d3eaf2dfa9,claude-opus-4-6,89,28365,886110,2650499,7.573007,projects,2026-03-10 05:07:27.702+00
samwoo,6ff71c31-7890-4932-82bd-c2345ed4d80a,claude-opus-4-6,438,165409,1626652,26060899,27.3344395,projects,2026-03-10 05:02:55.228+00
samwoo,caf0e439-fb56-443d-8132-f58aeae77f72,claude-opus-4-6,54,13047,70437,2557745,2.04554875,-home-samwoo-github-repos-coc-and-fmea-project,2026-03-10 04:57:29.994+00
ben_baldivia,6b47c81d-3d74-4554-a6ff-15c59a4c0624,claude-opus-4-6,157,17630,206923,7034781,5.25219425,projects,2026-03-10 04:56:35.73+00
ben_baldivia,48eb0f89-3f4b-461d-8a2f-5394ce63b92a,claude-opus-4-6,161,19252,277677,10265147,7.35015975,projects,2026-03-10 04:53:20.941+00
ben_baldivia,4db96052-617f-49b5-adf6-7d0050cb59f1,claude-opus-4-6,106,10791,87433,3678677,2.65609975,projects,2026-03-10 04:50:35.148+00
ben_baldivia,97e2a20b-74f5-4d78-a32c-8b5b9ef25af6,claude-opus-4-6,4793,30479,379220,19178963,12.7455465,projects,2026-03-10 04:50:28.636+00
ben_baldivia,2603cf82-a2fc-40be-8308-0aab3aaa3beb,claude-opus-4-6,6,71,12684,17300,0.08973,-Users-benbaldivia-dev-2-kiloforge,2026-03-10 04:46:15.375+00
ben_baldivia,37be1793-4e64-4ec8-9907-f5701c137e89,claude-opus-4-6,149,17284,171964,7637952,5.326596,projects,2026-03-10 04:35:37.608+00
inkeun,05071f67-6ac8-47a3-b574-8383b500d440,gpt-5.4,32795,614,0,31232,0.1169646,workspace,2026-03-10 04:35:25.367+00
Da-hye Kim,8dc457a5-3dde-4836-8604-373b177fa5a7,claude-opus-4-6,29,1909,25562,249019,0.332142,projects,2026-03-10 04:34:57.036+00
inkeun,a90c3bd2-02e7-4f65-a0d9-6857a70f542f,gpt-5.4,30658,225,0,0,0.095349,workspace,2026-03-10 04:34:36.506+00
ben_baldivia,b14ae63e-3e3c-4b50-ada5-1b78455326f3,claude-opus-4-6,134,14181,118978,5005479,3.601547,projects,2026-03-10 04:33:06.036+00
ben_baldivia,cdf8ea28-f7ab-48d2-aa8b-5e027f4c785c,claude-opus-4-6,6,75,14074,17334,0.0985345,projects,2026-03-10 04:29:46.673+00
ben_baldivia,f8f553e7-c360-4af2-92e7-cba634f3681e,claude-opus-4-6,227,34945,359421,12916641,9.57946175,projects,2026-03-10 04:25:50.318+00
ben_baldivia,d16d74c5-6c66-4ce3-a1b3-cad5013143aa,claude-opus-4-6,6,65,0,29986,0.016648,-Users-benbaldivia-dev-2-kiloforge,2026-03-10 04:22:44.582+00
ben_baldivia,c72aabe5-5e76-4924-8726-cd01089a2ebc,claude-opus-4-6,6,55,12652,17334,0.089147,-Users-benbaldivia-dev-2-kiloforge,2026-03-10 04:22:16.454+00
inkeun,6127ea6a-59c0-447e-8f3a-1f7c8e9ccc9b,gpt-5.4,34601,695,0,14976,0.1187208,workspace,2026-03-10 04:18:37.943+00
inkeun,9458b7f3-4f43-4613-8762-0ac93e150f1c,gpt-5.4,263366,5394,0,800896,1.1112768,workspace,2026-03-10 04:16:08.133+00
ben_baldivia,5b008243-bc7d-4052-a58d-c4387e53e75e,claude-opus-4-6,121,11468,114078,3888726,2.9446555,projects,2026-03-10 04:13:46.122+00
김성민,a73cdaa8-6bb7-4610-a20d-5261e7b985ce,claude-opus-4-6,36,1387,194212,307269,1.4023145,-home-khemoo-pt-CostMani,2026-03-10 04:08:32.347+00
ben_baldivia,b852214f-d5a6-4be0-be7f-652ca0b4555d,claude-opus-4-6,171,21289,182722,9694986,6.5225855,projects,2026-03-10 04:04:28.766+00
ben_baldivia,ddc1d636-5f9a-4473-8836-41073a82fa97,claude-opus-4-6,105,13210,146074,3140576,2.8140255,projects,2026-03-10 03:57:58.362+00
ben_baldivia,e42fd037-5595-407f-9871-34c4d5db7afd,claude-opus-4-6,209,28050,182081,9220020,6.45031125,projects,2026-03-10 03:47:12.148+00
inkeun,68fbe2dd-611a-4e2f-bfce-51f46fae996a,claude-opus-4-6,47,3648,218278,1829590,2.3704675,projects,2026-03-10 03:44:20.635+00
inkeun,65d9b6c9-7d26-49dc-a37a-70678402b46d,gpt-5.4,16300,511,0,31232,0.0659346,workspace,2026-03-10 03:34:58.896+00
inkeun,1814617a-e0b0-48e7-825c-c14c62d8ad83,gpt-5.4,15624,244,0,14976,0.0550248,workspace,2026-03-10 03:34:13.374+00
ben_baldivia,0b4db4b5-2852-4f7f-a774-847bde7849fa,claude-opus-4-6,293,30053,301618,15268901,10.272353,projects,2026-03-10 03:23:12.258+00
ben_baldivia,7cf16190-a5db-4e5e-9e35-c097e57e8e56,claude-opus-4-6,193,27825,259380,8985211,6.8103205,projects,2026-03-10 03:14:29.752+00
inkeun,9896724c-e99a-453c-8025-c6654b642b20,gpt-5.4,78863,1306,0,88832,0.2828286,workspace,2026-03-10 03:12:54.036+00
ben_baldivia,4bbe862a-adc3-46b6-b4d8-de1c616bf49d,claude-opus-4-6,6,20,18388,12776,0.121843,-Users-benbaldivia-dev-2-crelay-wt-main,2026-03-10 03:11:21.452+00
ben_baldivia,78c15213-384f-458b-94e3-1a7fd897b2c5,claude-opus-4-6,19,1891,14173,274048,0.27297525,projects,2026-03-10 03:08:19.742+00
ben_baldivia,bc9e112c-d43b-43db-8369-a27cf1574204,claude-opus-4-6,31,1254,48221,266787,0.46627975,projects,2026-03-10 03:06:02.92+00
inkeun,05531c28-4c54-4f58-93b7-bcc1e3bca2cc,gpt-5.4,67060,2004,0,104448,0.2625744,workspace,2026-03-10 03:06:02.181+00
samwoo,9e838027-d14c-41d0-93fb-b30dc75ec192,claude-opus-4-6,102,24437,329239,5507131,5.42274425,projects,2026-03-10 03:02:36.618+00
samwoo,3b4da533-54cd-4d0a-b088-70ce8825ad82,claude-opus-4-6,100,22626,103117,1953224,2.18724325,-home-samwoo-github-repos-insty-marketing,2026-03-10 03:01:25.268+00
